synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/OT/CRL_A/2023/000042,Odisha,Bhopal,ODISHA_DC_03,CRL_A,CRIMINAL_APPEAL,district,2023-05-17,2023-06-01,2023-06-01,2023,2022,1187,Pending,Summons / Appearance,2026-01-18,2023-06-20,2026-08-25,SYN-BENCH-12,210,148,0,0,1,3.0,5,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2023/000042"",""court_establishment"":""ODISHA_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-05-17"",""stage_entered_at"":""2026-01-18"",""days_in_current_stage"":210,""cohort_median_days_in_stage"":70,""stage_deviation_ratio"":3.0,""days_since_substantive_event"":148,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":40.3,""component_scores"":{""structural_deviation"":60.0,""inactivity"":49.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 210 days (3.0x cohort median of 70d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2021/000043,Tamil Nadu,Kochi,TAMIL__DC_04,CS,CPC_GENERAL,district,2021-07-20,2021-07-22,2021-07-22,2021,2020,1853,Pending,Summons / Appearance,2025-12-29,2021-08-22,2026-08-28,SYN-BENCH-10,230,118,6,6,1,1.0,3,,SUMMONS_DELAY,HIGH,LOW,1,45.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2021/000043"",""court_establishment"":""TAMIL__DC_04"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-07-20"",""stage_entered_at"":""2025-12-29"",""days_in_current_stage"":230,""cohort_median_days_in_stage"":230,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":118,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":45.8,""component_scores"":{""structural_deviation"":20.0,""inactivity"":39.33,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 230 days (1.0x cohort median of 230d). Summons was issued with no return of service recorded over 230 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/KL/CRL_A/2024/000044,Kerala,Pune,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2024-12-23,2025-01-03,2025-01-03,2024,2024,601,Pending,Pleadings / Issues,2026-02-07,2025-02-09,2026-09-20,SYN-BENCH-07,190,240,1,1,0,1.39,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CRL_A/2024/000044"",""court_establishment"":""KERALA_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-12-23"",""stage_entered_at"":""2026-02-07"",""days_in_current_stage"":190,""cohort_median_days_in_stage"":137.0,""stage_deviation_ratio"":1.39,""days_since_substantive_event"":240,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":40.3,""component_scores"":{""structural_deviation"":27.8,""inactivity"":80.0,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Pleadings / Issues' for 190 days (1.39x cohort median of 137d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/BA/2024/000045,West Bengal,Thiruvananthapuram,WEST_B_DC_02,BA,BAIL_GENERAL,district,2024-09-22,2024-09-29,2024-09-29,2024,2024,693,Pending,Pleadings / Issues,2026-05-28,2024-11-10,2026-11-08,SYN-BENCH-10,80,31,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/000045"",""court_establishment"":""WEST_B_DC_02"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-09-22"",""stage_entered_at"":""2026-05-28"",""days_in_current_stage"":80,""cohort_median_days_in_stage"":80,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":31,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.6,""component_scores"":{""structural_deviation"":20.0,""inactivity"":10.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 80 days (1.0x cohort median of 80d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/BA/2020/000046,Andhra Pradesh,Kolkata,ANDHRA_DC_02,BA,BAIL_GENERAL,district,2020-02-26,2020-03-06,2020-03-06,2020,2020,2363,Pending,Summons / Appearance,2026-01-07,2020-03-17,2026-09-29,SYN-BENCH-12,221,212,0,0,0,1.17,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,34.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/BA/2020/000046"",""court_establishment"":""ANDHRA_DC_02"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2020-02-26"",""stage_entered_at"":""2026-01-07"",""days_in_current_stage"":221,""cohort_median_days_in_stage"":189.0,""stage_deviation_ratio"":1.17,""days_since_substantive_event"":212,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":34.7,""component_scores"":{""structural_deviation"":23.4,""inactivity"":70.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 221 days (1.17x cohort median of 189d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/DL/BA/2019/000047,Delhi,Kochi,DELHI_DC_03,BA,BAIL_GENERAL,district,2019-03-20,2019-03-29,2019-03-29,2019,2018,2706,Pending,Summons / Appearance,2026-06-22,2019-04-24,2026-10-25,SYN-BENCH-05,55,7,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,6.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/BA/2019/000047"",""court_establishment"":""DELHI_DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2019-03-20"",""stage_entered_at"":""2026-06-22"",""days_in_current_stage"":55,""cohort_median_days_in_stage"":55,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":7,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.6,""component_scores"":{""structural_deviation"":20.0,""inactivity"":2.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 55 days (1.0x cohort median of 55d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2021/000048,Gujarat,Kolkata,GUJARA_DC_01,BA,BAIL_GENERAL,district,2021-09-01,2021-09-09,2021-09-09,2021,2020,1810,Pending,Summons / Appearance,2025-08-02,2021-10-01,2026-08-23,SYN-BENCH-02,379,129,6,6,2,1.54,2,,SUMMONS_DELAY,HIGH,LOW,1,50.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2021/000048"",""court_establishment"":""GUJARA_DC_01"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-09-01"",""stage_entered_at"":""2025-08-02"",""days_in_current_stage"":379,""cohort_median_days_in_stage"":246.0,""stage_deviation_ratio"":1.54,""days_since_substantive_event"":129,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":50.0,""component_scores"":{""structural_deviation"":30.8,""inactivity"":43.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 379 days (1.54x cohort median of 246d). Summons was issued with no return of service recorded over 379 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/OT/WP_C/2022/000049,Telangana,Kochi,TELANG_DC_01,WP_C,WRIT_GENERAL,district,2022-03-08,2022-03-08,2022-03-08,2022,2022,1622,Pending,Evidence / Argument,2026-06-29,2022-03-21,2026-10-14,SYN-BENCH-10,48,46,0,0,0,0.41,2,,UNKNOWN,LOW,LOW,0,6.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/WP_C/2022/000049"",""court_establishment"":""TELANG_DC_01"",""case_type"":""WP_C"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-03-08"",""stage_entered_at"":""2026-06-29"",""days_in_current_stage"":48,""cohort_median_days_in_stage"":117.5,""stage_deviation_ratio"":0.41,""days_since_substantive_event"":46,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.3,""component_scores"":{""structural_deviation"":8.2,""inactivity"":15.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 48 days (0.41x cohort median of 118d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/BA/2022/000050,Maharashtra,Delhi,MAHARA_DC_03,BA,BAIL_GENERAL,district,2022-09-08,2022-09-21,2022-09-21,2022,2022,1438,Pending,Final Arguments / Judgment,2026-06-11,2022-10-19,2026-09-09,SYN-BENCH-02,66,27,0,0,0,0.56,7,,UNKNOWN,LOW,LOW,0,5.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2022/000050"",""court_establishment"":""MAHARA_DC_03"",""case_type"":""BA"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-09-08"",""stage_entered_at"":""2026-06-11"",""days_in_current_stage"":66,""cohort_median_days_in_stage"":118,""stage_deviation_ratio"":0.56,""days_since_substantive_event"":27,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.6,""component_scores"":{""structural_deviation"":11.2,""inactivity"":9.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 66 days (0.56x cohort median of 118d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/BA/2022/000051,Delhi,Guntur,DELHI_DC_05,BA,BAIL_GENERAL,district,2022-12-24,2022-12-28,2022-12-28,2022,2022,1331,Pending,Final Arguments / Judgment,2026-03-29,2023-02-24,2026-10-22,SYN-BENCH-03,140,188,0,0,0,2.46,4,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/BA/2022/000051"",""court_establishment"":""DELHI_DC_05"",""case_type"":""BA"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-12-24"",""stage_entered_at"":""2026-03-29"",""days_in_current_stage"":140,""cohort_median_days_in_stage"":57.0,""stage_deviation_ratio"":2.46,""days_since_substantive_event"":188,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":40.4,""component_scores"":{""structural_deviation"":49.2,""inactivity"":62.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Final Arguments / Judgment' for 140 days (2.46x cohort median of 57d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/UP/BA/2023/000052,Uttar Pradesh,Bhopal,UTTAR__DC_02,BA,BAIL_GENERAL,district,2023-03-09,2023-03-11,2023-03-11,2023,2022,1256,Pending,Summons / Appearance,2025-07-07,2023-04-12,2026-10-04,SYN-BENCH-02,405,138,5,5,1,2.96,17,52.94,SUMMONS_DELAY,HIGH,HIGH,1,67.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/BA/2023/000052"",""court_establishment"":""UTTAR__DC_02"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-03-09"",""stage_entered_at"":""2025-07-07"",""days_in_current_stage"":405,""cohort_median_days_in_stage"":137,""stage_deviation_ratio"":2.96,""days_since_substantive_event"":138,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":1,""cohort_size"":17,""cohort_age_percentile"":52.94,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""HIGH"",""triage_score"":67.2,""component_scores"":{""structural_deviation"":59.2,""inactivity"":46.0,""age_deviation"":52.94,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 405 days (2.96x cohort median of 137d). Summons was issued with no return of service recorded over 405 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/OT/CRL_A/2021/000053,West Bengal,Lucknow,WEST_B_DC_02,CRL_A,CRIMINAL_APPEAL,district,2021-02-27,2021-03-09,2021-03-09,2021,2020,1996,Pending,Final Arguments / Judgment,2026-07-05,2021-03-21,2026-09-07,SYN-BENCH-11,42,21,0,0,0,0.45,2,,UNKNOWN,LOW,LOW,0,4.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2021/000053"",""court_establishment"":""WEST_B_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2021-02-27"",""stage_entered_at"":""2026-07-05"",""days_in_current_stage"":42,""cohort_median_days_in_stage"":93.5,""stage_deviation_ratio"":0.45,""days_since_substantive_event"":21,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":4.5,""component_scores"":{""structural_deviation"":9.0,""inactivity"":7.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 42 days (0.45x cohort median of 94d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/CRL_A/2023/000054,Kerala,Varanasi,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,district,2023-12-31,2024-01-14,2024-01-14,2023,2022,959,Pending,Evidence / Argument,2026-04-05,2024-02-03,2026-09-01,SYN-BENCH-11,133,62,0,0,0,0.71,5,,UNKNOWN,LOW,LOW,0,9.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CRL_A/2023/000054"",""court_establishment"":""KERALA_DC_05"",""case_type"":""CRL_A"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-12-31"",""stage_entered_at"":""2026-04-05"",""days_in_current_stage"":133,""cohort_median_days_in_stage"":188,""stage_deviation_ratio"":0.71,""days_since_substantive_event"":62,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.4,""component_scores"":{""structural_deviation"":14.2,""inactivity"":20.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 133 days (0.71x cohort median of 188d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2023/000055,Rajasthan,Thane,RAJAST_DC_05,BA,BAIL_GENERAL,district,2023-09-22,2023-10-03,2023-10-03,2023,2022,1059,Pending,Evidence / Argument,2026-03-13,2023-11-19,2026-09-15,SYN-BENCH-05,156,23,0,0,0,1.13,4,,UNKNOWN,LOW,LOW,0,8.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2023/000055"",""court_establishment"":""RAJAST_DC_05"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-09-22"",""stage_entered_at"":""2026-03-13"",""days_in_current_stage"":156,""cohort_median_days_in_stage"":137.5,""stage_deviation_ratio"":1.13,""days_since_substantive_event"":23,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.7,""component_scores"":{""structural_deviation"":22.6,""inactivity"":7.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 156 days (1.13x cohort median of 138d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2022/000056,Assam,Delhi,ASSAM_DC_03,BA,BAIL_GENERAL,district,2022-08-29,2022-08-29,2022-08-29,2022,2022,1448,Pending,Summons / Appearance,2026-03-04,2022-10-01,2026-09-29,SYN-BENCH-11,165,311,6,6,0,0.92,4,,SUMMONS_DELAY,HIGH,LOW,1,60.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/000056"",""court_establishment"":""ASSAM_DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-08-29"",""stage_entered_at"":""2026-03-04"",""days_in_current_stage"":165,""cohort_median_days_in_stage"":180.0,""stage_deviation_ratio"":0.92,""days_since_substantive_event"":311,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":60.5,""component_scores"":{""structural_deviation"":18.4,""inactivity"":100.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 165 days (0.92x cohort median of 180d). Summons was issued with no return of service recorded over 165 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/OT/BA/2024/000057,Punjab,Guntur,PUNJAB_DC_05,BA,BAIL_GENERAL,district,2024-07-28,2024-08-01,2024-08-01,2024,2024,749,Pending,Summons / Appearance,2026-04-14,2024-09-04,2026-10-21,SYN-BENCH-09,124,187,5,5,3,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,51.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/000057"",""court_establishment"":""PUNJAB_DC_05"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-07-28"",""stage_entered_at"":""2026-04-14"",""days_in_current_stage"":124,""cohort_median_days_in_stage"":124,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":187,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":3,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":51.6,""component_scores"":{""structural_deviation"":20.0,""inactivity"":62.33,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 124 days (1.0x cohort median of 124d). Summons was issued with no return of service recorded over 124 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/DL/CS/2020/000058,Delhi,Guntur,DELHI_DC_04,CS,CPC_GENERAL,district,2020-09-25,2020-09-25,2020-09-25,2020,2020,2151,Pending,Pleadings / Issues,2025-10-09,2020-10-23,2026-08-30,SYN-BENCH-09,311,90,0,0,2,2.8,6,,JUDGE_CHANGE,MEDIUM,LOW,1,34.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CS/2020/000058"",""court_establishment"":""DELHI_DC_04"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2020-09-25"",""stage_entered_at"":""2025-10-09"",""days_in_current_stage"":311,""cohort_median_days_in_stage"":111.0,""stage_deviation_ratio"":2.8,""days_since_substantive_event"":90,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":6,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":34.3,""component_scores"":{""structural_deviation"":56.0,""inactivity"":30.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Pleadings / Issues' for 311 days (2.8x cohort median of 111d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/AP/MACA/2020/000059,Andhra Pradesh,Varanasi,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,district,2020-11-15,2020-11-25,2020-11-25,2020,2020,2100,Pending,Evidence / Argument,2026-01-03,2020-12-20,2026-10-04,SYN-BENCH-04,225,108,3,3,0,1.0,1,,UNKNOWN,LOW,LOW,1,21.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/MACA/2020/000059"",""court_establishment"":""ANDHRA_DC_05"",""case_type"":""MACA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2020-11-15"",""stage_entered_at"":""2026-01-03"",""days_in_current_stage"":225,""cohort_median_days_in_stage"":225,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":108,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":21.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":36.0,""age_deviation"":0,""adjournment"":60.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 225 days (1.0x cohort median of 225d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/MACA/2020/000060,West Bengal,Varanasi,WEST_B_DC_05,MACA,MOTOR_ACCIDENT,district,2020-07-21,2020-07-29,2020-07-29,2020,2020,2217,Pending,Summons / Appearance,2026-06-18,2020-08-25,2026-10-21,SYN-BENCH-12,59,0,0,0,0,0.31,2,,UNKNOWN,LOW,LOW,0,1.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/MACA/2020/000060"",""court_establishment"":""WEST_B_DC_05"",""case_type"":""MACA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2020-07-21"",""stage_entered_at"":""2026-06-18"",""days_in_current_stage"":59,""cohort_median_days_in_stage"":191.0,""stage_deviation_ratio"":0.31,""days_since_substantive_event"":0,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":1.9,""component_scores"":{""structural_deviation"":6.2,""inactivity"":0.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 59 days (0.31x cohort median of 191d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/BA/2022/000061,Kerala,Vijayawada,KERALA_DC_02,BA,BAIL_GENERAL,district,2022-07-19,2022-07-30,2022-07-30,2022,2022,1489,Pending,Evidence / Argument,2026-03-15,2022-08-19,2026-08-30,SYN-BENCH-07,154,11,0,0,0,0.45,6,,UNKNOWN,LOW,LOW,0,3.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/BA/2022/000061"",""court_establishment"":""KERALA_DC_02"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-07-19"",""stage_entered_at"":""2026-03-15"",""days_in_current_stage"":154,""cohort_median_days_in_stage"":344.0,""stage_deviation_ratio"":0.45,""days_since_substantive_event"":11,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":6,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":3.6,""component_scores"":{""structural_deviation"":9.0,""inactivity"":3.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 154 days (0.45x cohort median of 344d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
